23-46001,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0065957796.jpg?fitin=700:700,132.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,積水化学工業　梱包用ＰＰテープ　48mm幅×50m長×0.052mm厚　クリア,,"★特徴★<br>
●透明性が高く、貼る場所を選びません<BR>
<BR>
★仕様★<BR>
●紙芯:再生紙使用<BR>
●粘着力:3.4N/10mm<BR>
●引張強度:50N/10mm<BR>
●芯径:3インチ(76mm)<BR>
●切断にはカッターが必要<BR>
●色:クリア<BR>
●幅(mm):48<BR>
●長さ(m):50<BR>
●厚み(mm):0.052<BR>
●質量:150g<BR>
●基材:ポリプロピレン<BR>
●粘着剤:アクリル系<br>",積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア,積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア[rn]
23-46076,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066206745.jpg?fitin=700:700,1036.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,コニシボンド　建築用ブチルゴム系防水テープ(両面)　75mm幅×20m長×0.4mm厚　ブラック,,"★特徴★<BR>
●気密防水性、耐久、耐候性、耐ガス透過性に優れます。<BR>
●様々な被着体に対して良好な接着性を示し、金属面、粗面にも良好な接着性を示します。<BR>
●建築用ブチルゴム系防水テープ<BR>
●サッシまわり、レジスター枠まわり、銅差しまわりの気密、二次防水に。<BR>
●合板目地やサイディングのジョイント部の気密、二次防水に。<BR>
●板金ジョイント部、屋根と壁との接合部、水切り部の二次防水に。<BR>
●透湿防水シートの貼り合わせに。<BR>
<BR>
★仕様★<BR>
●粘着力:33.2N/10mm(対ステンレス、23℃、30分養生)<BR>
●色:ブラック<BR>
●幅(mm):75<BR>
●長さ(m):20<BR>
●厚み(mm):0.4<BR>
●質量:1100g<BR>
●基材：ワリフ<BR>
●粘着剤:ブチルゴム系<br>",コニシボンド　建築用ブチルゴム系防水テープ(両面)　75mm幅&times;20m長&times;0.4mm厚　ブラック：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアコニシボンド　建築用ブチルゴム系防水テープ(両面)　75mm幅&times;20m長&times;0.4mm厚　ブラック,コニシボンド　建築用ブチルゴム系防水テープ(両面)　75mm幅&times;20m長&times;0.4mm厚　ブラック[rn]
23-46077,http://tshop.r10s.jp/monju/cabinet/tape/356-2361.jpg?fitin=700:700,1147.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻18mm×50m×0.045mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""3"" align=""center""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●変色しづらく、美しさを保ちます</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤は無溶剤なので安心です</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●水に強いテープです</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●ポリ袋などの仮とめ、ポスターの貼り付け、PEシートのとめなど</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""4"" align=""center""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●粘着力：3.0N/cm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：28N/cm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●伸び：80%</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●耐湿性、耐変色性良好</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2"" align=""center""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレン</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：アクリル系粘着剤</FONT></TD>
  </TR></TABLE></center><br>",3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻18mm&times;50m&times;0.045mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻18mm&times;50m&times;0.045mm,3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻18mm&times;50m&times;0.045mm[rn]
23-46078,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066121924.jpg?fitin=700:700,2160.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,チューコーフロー　ポリイミドテープ　19mm幅×10m長×0.06mm厚　オレンジ,,"★特徴★<br>
●超耐熱タイプのテープです(基材耐熱温度360℃)<BR>●難燃性・耐薬品性に優れています(UL規格取得品)<BR>●電気絶縁性に優れています<BR>
●プリント基板のはんだ付け工程のマスキング用途<BR>●耐熱被覆、耐熱保護<BR>
<BR>
★仕様★<BR>
●粘着力:6N/25mm<BR>
●引張強度:150N/25mm<BR>
●使用温度範囲:-70～250℃<BR>
●切断にはカッターが必要<BR>
●色:オレンジ<BR>
●幅(mm):19<BR>
●長さ(m):10<BR>
●厚み(mm):0.06<BR>
●質量:26g<BR>
●基材:ポリイミドフィルム<BR>
●粘着剤:シリコーン系<BR><br>",チューコーフロー　ポリイミドテープ　19mm幅&times;10m長&times;0.06mm厚　オレンジ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアチューコーフロー　ポリイミドテープ　19mm幅&times;10m長&times;0.06mm厚　オレンジ,チューコーフロー　ポリイミドテープ　19mm幅&times;10m長&times;0.06mm厚　オレンジ[rn]
23-46079,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0065976039.jpg?fitin=700:700,1325.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　透明ブックテープ厚手　50.8mm幅×13.7m長×0.095mm厚,,"★特徴★<br>
●耐久性、耐摩耗性、折り曲げ強度、耐湿性に優れています<br>
●変質、変色、粘着剤のにじみがほとんどありません<br>
●書籍やファイル、バインダーなどの補修、製本、背貼り、ラベルや見出しの保護、図面や写真のラミネートなどに最適です<br>
<br>
★仕様★<br>
●切断にはカッターが必要<br>
●色:クリア<br>
●幅(mm):50.8<br>
●長さ(m):13.7<br>
●厚み(mm):0.095<br>
●質量:103g<br>
●基材:ポリプロピレンフィルム<br>
●粘着剤:アクリル系<br>",3M(スリーエム)　スコッチ　透明ブックテープ厚手　50.8mm幅&times;13.7m長&times;0.095mm厚：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　透明ブックテープ厚手　50.8mm幅&times;13.7m長&times;0.095mm厚,3M(スリーエム)　スコッチ　透明ブックテープ厚手　50.8mm幅&times;13.7m長&times;0.095mm厚[rn]
23-46080,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066018563.jpg?fitin=700:700,1573.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,ニトムズ　クッション養生テープ　　150mm×7m×2mm厚　ホワイト,,"★特徴★<br>
●全面粘着加工により、簡単に固定できます<bR>
●エンボス加工で手切れ性が良く、複雑な出隅や入隅にも切って貼るだけです<br>
●クッション材付で、施工、搬入時に簡単に養生できます<br>
<br>
★仕様★<br>
●粘着力：3N/25mm<br>
●色:ホワイト<br>
●幅(mm):150<br>
●長さ(m):7<br>
●厚み(mm):2<br>
●質量:330g<br>
●基材:ポリエチレン<br>
●粘着剤:アクリル系<br>",ニトムズ　クッション養生テープ　　150mm&times;7m&times;2mm厚　ホワイト：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアニトムズ　クッション養生テープ　　150mm&times;7m&times;2mm厚　ホワイト,ニトムズ　クッション養生テープ　　150mm&times;7m&times;2mm厚　ホワイト[rn]
23-46081,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066002824.jpg?fitin=700:700,1163.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,オープン工業　PPカッター　3インチ紙管用,　,"★特徴★<br>
●ハサミを使わず、片手で一気にテープを貼り付け、カットできます<br>
●PP・クラフトテープに使用できます<br>
<br>
★仕様★<br>
●3インチ（76mm）紙管用<br>
●本体寸法（幅×奥行×高さ）:64×165×61mm<br>
●適用テープ:OPP・PP・クラフトテープ<br>
●最大テープ幅(mm):50<br>
●最大テープ外径(mm):136<br>
●質量:240g<br>
●本体:スチール<br>
●刃:スチール<br>",オープン工業　PPカッター　3インチ紙管用：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアオープン工業　PPカッター　3インチ紙管用,　。オープン工業　PPカッター　3インチ紙管用[rn]
23-46082,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066121921.jpg?fitin=700:700,6440.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,TRUSCO(トラスコ)耐熱ガラスクロステープ　50mm幅×20m長×0.2mm厚　ホワイト,,"★特徴★<br>
●耐熱性に優れた粘着剤つきガラスクロステープです<br>
●JIS規格の耐熱区分H種（180℃）相当品です<br>
●引張強度に優れており各種結束に適しています<br>
●耐熱性および絶縁性を要求される用途に<br>
●ヒーター線の絶縁、保護に<br>
●耐熱性を要求される各種配管の保護、結束に<br>
<br>
★仕様★<br>
●粘着力:3.8N/10mm<br>
●引張強度:200N/10mm<br>
●連続使用温度:180℃（耐熱区分H種相当）<br>
●絶縁破壊強度:11kV/mm<br>
●切断にはカッターが必要<br>
●色:ホワイト<br>
●幅(mm):50<br>
●長さ(m):20<br>
●厚み(mm):0.2<br>
●質量:260g<br>
●基材:ガラスクロス<br>
●粘着剤:シリコーン系<BR><br>",TRUSCO(トラスコ)耐熱ガラスクロステープ　50mm幅&times;20m長&times;0.2mm厚　ホワイト：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTRUSCO(トラスコ)耐熱ガラスクロステープ　50mm幅&times;20m長&times;0.2mm厚　ホワイト,TRUSCO(トラスコ)耐熱ガラスクロステープ　50mm幅&times;20m長&times;0.2mm厚　ホワイト[rn]
23-46083,,59616.0000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』##■〒（株）オーツカ光学/オーツカ 【O-LIGHT3-L 2X】(4851170)ＬＥＤ照明拡大鏡  オーライト３－Ｌ ２Ｘ 受注単位1,生産加工用品\光学・精密測定機器\拡大鏡,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><font size=""4"" color=""""><b>※こちらの商品はメーカー直送品となります。ご入金確認後のお手配です。</b></font><br><br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\1080がかかります。</font><br>※追加送料は別途当店からのメールで訂正されます。</b><br><br><br>●RECTA交換レンズシステムにより、倍率の変更が可能です。<br>●スイッチは光量調節機能付です。<br>●照明にはパネル型LED照明を採用しています。<br>●角形ﾚﾝｽﾞを採用した使用感の高い拡大鏡です。<br>●RECTA交換ﾚﾝｽﾞｼｽﾃﾑ（2×、3.5倍、RECTA-PUL）に対応しています。<br>●倍率は2倍、3.5倍に、其々に倍率で使用可能なRECTA-PUL(2倍)が有ります。<br>●RECTA-PUL使用時の倍率は4倍、5倍に増幅されます。<br>●外観目視検査用。（自動車部品や精密機械部品、電子部品、樹脂部品）<br>●倍率(倍):2<br>●レンズ寸法(mm):144×108<br>●アーム長(mm):900<br>●消費電力(W):9<br>●標準消費電力料金:0.24円/h<br>●クランプ幅(mm):15～60<br>●質量(kg):2.8<br>●電源:AC100～240V（※125～240VはACプラグ付コードの変更が必要）<br>●光源:LEDパネル<br>●ﾜｰｸﾃﾞｨｽﾀﾝｽ:160mm<br>●海外使用の場合、ACコード要交換<br>●レンズ:光学ガラス<br>●レンズハウジング:ABS<br>●電源ﾎﾞｯｸｽ:ﾅｲﾛﾝ<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』##■〒（株）オーツカ光学/オーツカ 【O-LIGHT3-L 2X】(4851170)ＬＥＤ照明拡大鏡  オーライト３&minus;Ｌ ２Ｘ 受注単位1：クローバー資材館,『カード対応OK！』##■〒（株）オーツカ光学/オーツカ 【O-LIGHT3-L 2X】(4851170)ＬＥＤ照明拡大鏡  オーライト３&minus;Ｌ ２Ｘ 受注単位1,生産加工用品\光学・精密測定機器\拡大鏡。『カード対応OK！』##■〒（株）オーツカ光学/オーツカ 【O-LIGHT3-L 2X】(4851170)ＬＥＤ照明拡大鏡  オーライト３&minus;Ｌ ２Ｘ 受注単位1[rn]
23-46084,,25488.0000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒（株）オーツカ光学/オーツカ 【SKKL-BX2】(4899954)ＬＥＤ照明拡大鏡 ＳＫＫＬ－ＢＸ２ 受注単位1,生産加工用品\光学・精密測定機器\拡大鏡,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●レンズの倍率を簡単に交換できる脱着式（交換レンズシステム）になっています。<br>●交換レンズ（別売）の倍率は8タイプがあります。（2倍、3倍、4倍、6倍、8倍、10倍、12倍、15倍）<br>●最もﾍﾞｰｼｯｸなＬＥＤ照明拡大鏡<br>●スイッチはON/OFFのみ<br>●交換ﾚﾝｽﾞｼｽﾃﾑ（2倍～15倍）対応<br>●外観目視検査用。（自動車部品や精密機械部品、電子部品、樹脂部品）<br>●倍率(倍):2<br>●レンズ寸法(mm):130<br>●幅(mm):185<br>●奥行(mm):300<br>●消費電力(W):８<br>●標準消費電力料金:0.22円/ｈ<br>●全高(mm):330<br>●質量(kg):2.5<br>●電源:AC100～240V（※125～240VはACプラグ付コードの変更が必要）<br>●光源:20形円形LED<br>●レンズ:光学ガラス<br>●ワークディスタンス(mm):110<br>●ACﾌﾟﾗｸﾞ:A型(国内仕様)<br>●レンズ:ガラス<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）オーツカ光学/オーツカ 【SKKL-BX2】(4899954)ＬＥＤ照明拡大鏡 ＳＫＫＬ&minus;ＢＸ２ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）オーツカ光学/オーツカ 【SKKL-BX2】(4899954)ＬＥＤ照明拡大鏡 ＳＫＫＬ&minus;ＢＸ２ 受注単位1,生産加工用品\光学・精密測定機器\拡大鏡。『カード対応OK！』■〒（株）オーツカ光学/オーツカ 【SKKL-BX2】(4899954)ＬＥＤ照明拡大鏡 ＳＫＫＬ&minus;ＢＸ２ 受注単位1[rn]
23-46085,,2067.2000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TL-130LED】(4789318)ＬＥＤ付手持ちルーペ Φ１３０ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●Φ130の大径レンズを採用していますので非常に見やすいです。<br>●Φ130の1.8倍レンズに5倍の小レンズが一体になっています。<br>●ＬＥＤ付きですので手元が暗くても使えます。<br>●一般検査用<br>●倍率(倍):1.8・5<br>●レンズ寸法(mm):130<br>●奥行(mm):150<br>●高さ(mm):20（ライト部分:27）<br>●全長(mm):260<br>●質量(g):225<br>●電源:単4乾電池×1本（別売）<br>●替ランプ:交換不可<br>●レンズ:ガラス<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TL-130LED】(4789318)ＬＥＤ付手持ちルーペ Φ１３０ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TL-130LED】(4789318)ＬＥＤ付手持ちルーペ Φ１３０ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TL-130LED】(4789318)ＬＥＤ付手持ちルーペ Φ１３０ 受注単位1[rn]
23-46086,,848.0000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TSPL-35】(4789326)ＬＥＤ付スライドポケットルーペ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●スライド型でポケットへの収納に便利です。<br>●レンズを開くとＬＥＤが点灯します。<br>●ＬＥＤ付ですので手元が暗くても使えます。<br>●一般検査用<br>●倍率(倍):3.5<br>●レンズ寸法(mm):35<br>●奥行(mm):44<br>●高さ(mm):12<br>●全長(mm):79<br>●質量(g):38<br>●電源:ボタン電池（CR2016）×2個（別売）<br>●替ランプ:交換不可<br>●レンズ:アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TSPL-35】(4789326)ＬＥＤ付スライドポケットルーペ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TSPL-35】(4789326)ＬＥＤ付スライドポケットルーペ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TSPL-35】(4789326)ＬＥＤ付スライドポケットルーペ 受注単位1[rn]
23-46087,,1272.0000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-25】(4843002)アクリル角型ルーペ ２．５倍レンズ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●非球面レンズ採用により隅まで歪みなく見る事ができます。<br>●一般拡大検査用。本などの小さい文字などに。<br>●倍率(倍):2.5<br>●幅×高さ(mm):145×102<br>●質量(g):60<br>●レンズ:アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-25】(4843002)アクリル角型ルーペ ２．５倍レンズ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-25】(4843002)アクリル角型ルーペ ２．５倍レンズ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-25】(4843002)アクリル角型ルーペ ２．５倍レンズ 受注単位1[rn]
23-46088,,885.6000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCPL-45】(4789300)ＬＥＤ付カードルーペ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●カード型でコンパクトですのでポケットへの収納に便利です。<br>●45mm×45mmの2倍レンズとΦ20の5倍レンズが一つになっています。<br>●ＬＥＤ付ですので手元が暗くても使えます。<br>●一般検査用<br>●倍率(倍):2・5<br>●レンズ寸法(mm):45X45<br>●幅×奥行×厚み(mm):85×54×9<br>●質量(g):31<br>●電源:ボタン電池（CR2016）×2個（別売）<br>●替ランプ:交換不可<br>●レンズ:アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCPL-45】(4789300)ＬＥＤ付カードルーペ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCPL-45】(4789300)ＬＥＤ付カードルーペ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TCPL-45】(4789300)ＬＥＤ付カードルーペ 受注単位1[rn]
23-46089,,1510.4000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-20】(4842995)アクリル角型ルーペ ２．０倍レンズ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●非球面レンズ採用により隅まで歪みなく見る事ができます。<br>●一般拡大検査用。本などの小さい文字などに。<br>●倍率(倍):2.0<br>●幅×高さ(mm):165×112<br>●質量(g):87<br>●レンズ:アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-20】(4842995)アクリル角型ルーペ ２．０倍レンズ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-20】(4842995)アクリル角型ルーペ ２．０倍レンズ 受注単位1,生産加工用品\光学・精密測定機器\ルーペ。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TAKL-20】(4842995)アクリル角型ルーペ ２．０倍レンズ 受注単位1[rn]
23-46090,http://tshop.r10s.jp/dtc/cabinet/02234737/4955295422708.jpg?fitin=700:700,6216.0000,,花・ガーデン・DIY > DIY・工具 > 計測工具 > 作業用ルーペ,Vixen(ビクセン)スタンドルーペ マガジンスコープ RX128ML,　,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■長時間の観察や組立て、解剖などに最適です。角度も自由に調節可能です。■照明付・ACアダプター付属ガラスレンズ・約2倍<br><br></font></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""710"" bordercolor=""#cccccc""><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">主な機能</font></td><td width=""530""><font size=""2"">照明付き</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">倍率</font></td><td width=""530""><font size=""2"">約2倍</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">レンズ有効径</font></td><td width=""530""><font size=""2"">128mm</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">レンズ構成</font></td><td width=""530""><font size=""2"">ガラスレンズ</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">その他</font></td><td width=""530""><font size=""2"">ACアダプター付属</font></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>

<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>
<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",Vixen(ビクセン)スタンドルーペ マガジンスコープ RX128ML：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneVixen(ビクセン)スタンドルーペ マガジンスコープ RX128ML,　。Vixen(ビクセン)スタンドルーペ マガジンスコープ RX128ML[rn]
