19-77501,http://tshop.r10s.jp/akibamac/cabinet/04987410/4548514137578.jpg?fitin=700:700,293.6000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕,,天然アロマの贅沢な香りを日替わりで。,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕[rn]
19-77512,http://tshop.r10s.jp/akibamac/cabinet/04987410/4548514138285.jpg?fitin=700:700,469.6000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,バスクリン【入浴剤】薬用ソフレ 濃厚しっとり入浴液 リッチミルクの香り つめかえ用400ml(ボディケア用品) (ｿﾌﾚﾘｯﾁﾐﾙｸｶｴ),,ソフレ入浴液Rミルク詰替400ml,バスクリン【入浴剤】薬用ソフレ 濃厚しっとり入浴液 リッチミルクの香り つめかえ用400ml(ボディケア用品) (ｿﾌﾚﾘｯﾁﾐﾙｸｶｴ)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンバスクリン【入浴剤】薬用ソフレ 濃厚しっとり入浴液 リッチミルクの香り つめかえ用400ml(ボディケア用品) (ｿﾌﾚﾘｯﾁﾐﾙｸｶｴ),バスクリン【入浴剤】薬用ソフレ 濃厚しっとり入浴液 リッチミルクの香り つめかえ用400ml(ボディケア用品) (ｿﾌﾚﾘｯﾁﾐﾙｸｶｴ)[rn]
19-77513,http://tshop.r10s.jp/akibamac/cabinet/04987410/4548514135475.jpg?fitin=700:700,304.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,ツムラライフサイエンス日本の名湯乳頭5包〔入浴剤〕 (ﾆﾎﾝﾉﾒｲﾄｳﾆｭ5ﾎｳ),,温泉地を厳選し、湯質を徹底的に分析するだけでなく、各温泉地と共同企画のもと、現地でしか知ることの出来ない歴史・文化そして景観を調査し、肌で感じる「湯色」と「香り」をも表現しています。名湯の名にふさわしい、実際の温泉に限りなく近いお湯の感触を再現しました。,ツムラライフサイエンス日本の名湯乳頭5包〔入浴剤〕 (ﾆﾎﾝﾉﾒｲﾄｳﾆｭ5ﾎｳ)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンツムラライフサイエンス日本の名湯乳頭5包〔入浴剤〕 (ﾆﾎﾝﾉﾒｲﾄｳﾆｭ5ﾎｳ),ツムラライフサイエンス日本の名湯乳頭5包〔入浴剤〕 (ﾆﾎﾝﾉﾒｲﾄｳﾆｭ5ﾎｳ)[rn]
19-77514,http://tshop.r10s.jp/akibamac/cabinet/05439431/4901559225561.jpg?fitin=700:700,358.4000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,白元HERSバスラボ 水素美浴 ライムバーベナの香り 3包入 (ﾊﾞｽﾗﾎﾞｽｲｿﾋﾞﾖｸBﾊ),,細かい水素の泡がお肌を包み込み、スッキリリフレッシュ。お湯に入れるだけで手軽に水素浴が楽しめます。コラーゲン、ヒアルロン酸（保湿成分）配合。ライムバーベナの香り。「浴用化粧料」,白元HERSバスラボ 水素美浴 ライムバーベナの香り 3包入 (ﾊﾞｽﾗﾎﾞｽｲｿﾋﾞﾖｸBﾊ)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン白元HERSバスラボ 水素美浴 ライムバーベナの香り 3包入 (ﾊﾞｽﾗﾎﾞｽｲｿﾋﾞﾖｸBﾊ),白元HERSバスラボ 水素美浴 ライムバーベナの香り 3包入 (ﾊﾞｽﾗﾎﾞｽｲｿﾋﾞﾖｸBﾊ)[rn]
19-77515,http://tshop.r10s.jp/la-floraison/cabinet/rosebath/marianne/rb_marianne_k1a.jpg?fitin=700:700,6000.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,バラ風呂 ローズバス「マリアンヌ」お風呂に薔薇を浮かべ普段と違うバスタイムの贈り物 誕生日  結婚記念日 母の日 ホワイトデー　バラ 入浴剤【楽ギフ_メッセ】,送料無料 バラ風呂 誕生日 結婚記念日 薔薇風呂 ホワイトデー,"<center>
<img src=""http://www.rakuten.ne.jp/gold/la-floraison/sp/img/sp_marianne01a.jpg"" width=""100%""><br>
<img src=""http://www.rakuten.ne.jp/gold/la-floraison/sp/img/sp_milky02.jpg"" width=""100%""><br>
<img src=""http://www.rakuten.ne.jp/gold/la-floraison/sp/img/sp_marianne03.jpg"" width=""100%""><br>

<hr />
<table width=""96%"" border=""0"" bgcolor=""#FFE1E1"" cellpadding=""5"">
<tr>
<td bgcolor=""#FFFFFF"">よくあるご質問</td>
</tr>
<tr>
<td><font color=""#FF3366"" size=""-1"">Q：色の指定はできますか？</font></td>
</tr>
<tr>
<td bgcolor=""#FFFFFF""><font size=""-1"" color=""#333333"">A：誠に申し訳ございませんが、MIXカラーでの色指定はお受けできません。単色であればお作りしております。（レッド・ピンク・イエロー）その際、サイズ毎に下記追加料金を頂戴しております。 マリアンヌ＋2,000円、ジュリア＆ミルキー＋1,000円、テレサ＋1,500円</font></td>
</tr>
<tr>
<td><font color=""#FF3366"" size=""-1"">Q：到着翌日に直接、手渡したいのですが
 保管方法を教えてください。</font></td>
</tr>
<tr>
<td bgcolor=""#FFFFFF""><font size=""-1"" color=""#333333"">A:到着後すぐに冷蔵庫に入れて保管してください。</font></td>
</tr>
<tr>
<td><font color=""#FF3366"" size=""-1"">Q：業務用などの大量注文はできますか？</font></td>
</tr>
<tr>
<td bgcolor=""#FFFFFF""><font size=""-1"" color=""#333333"">A：承っております。
 現在ホテルや温泉にご利用いただいております。お見積りいたしますのでお電話でお問い合わせお願いいたします。
 電話番号（06-6338-1187 担当:三牧/余吾）</font></td>
</tr>
<tr>
<td><font color=""#FF3366"" size=""-1"">Q：ホテルやレストランなどへの配送はできますか？</font></td>
</tr>
<tr>
<td bgcolor=""#FFFFFF""><font size=""-1"" color=""#333333"">A：お受けしております。念のため、ご注文前にお届け先のお店にご確認ください。</font></td>
</tr>
<tr>
<td><font color=""#FF3366"" size=""-1"">Q：イベント当日に時間指定できますか？</font></td>
</tr>
<tr>
<td bgcolor=""#FFFFFF""><font size=""-1"" color=""#333333"">A：ご希望の時間指定で配送手配させて頂きますが、配達会社の混雑状況や交通渋滞などにより、お届けが遅れる可能性がございます。出来る限り余裕を持ったお時間での指定をおすすめします。</font></td>
</tr>
</table>

<hr />
<table border=""0"" cellspacing=""5"" cellpadding=""5"" width=""100%"">
<tr>
<td bgcolor=""#FF3366"" align=""center""><font color=""#FFFFFF"">>> ローズバスラインナップはコチラ <<</font></td>
</tr>
</table>
</center>

<hr />
<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FF8080"">
<tr>
<td><table width=""100%"" border=""0"" cellpadding=""5"" cellspacing=""1"">
<tr>
<td width=""20%"" bgcolor=""#FDDDD2""><font size=""2"">商品説明</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">ゴージャスなセレブ感満載 バラ風呂のギフトセット 「ローズバス」マリアンヌ<br>
  お誕生日・結婚のお祝い・結婚記念日・いい夫婦の日・クリスマス・ホワイトデーなどのお祝いにステキなバラのギフトに最適。 <br>
  愛媛県のバラ農園、瀬戸内のきれいな湧水で特別栽培されたバラを使用。バラ農園から産地直送なので新鮮！<br>
女性が大好きなバラの贈り物で彼女や奥さんを喜ばせてあげませんか？</font> </td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">名前</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">ローズバス　マリアンヌ</font></td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">サイズ</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">タテ18cm×ヨコ26.5cm×高さ7.5cm</font></td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">バラの数</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">約45～50輪入り<br>
（香りのバラ10輪入り）</font></td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">備考</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">※ご希望のお届け日がございましたら、備考欄にご記入下さい。 <br>
※ご注文を頂きましてからバラを収穫致しますので、ご希望お届け日の 定休日(土・日・祝)を除く店舗営業日4日前までにご注文下さいませ。 <br>
※リボンを付けて、黒又は赤のボックスに入れてお届け。<br>
※取扱い説明書在中</font></td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">送料</font></td>
<td bgcolor=""#FFFFFF""><font size=""2""><font color=""#FF3366"">送料無料</font><br>
北海道・沖縄　648円／青森・岩手・山形　324円／宮城・秋田・福島　324円<br>
※愛媛県から直送でお届け致します． </font></td>
</tr>
<tr>
<td bgcolor=""#FDDDD2""><font size=""2"">ご注意</font></td>
<td bgcolor=""#FFFFFF""><font size=""2"">※写真はイメージです。<br>
※収穫状況によりお色目などが変わることがございます</font></td>
</tr>
</table></td>
</tr>
</table>
<br>",バラ風呂 ローズバス「マリアンヌ」お風呂に薔薇を浮かべ普段と違うバスタイムの贈り物 誕生日  結婚記念日 母の日 ホワイトデー　バラ 入浴剤【楽ギフ_メッセ】：Ｈａｎａ＆Ｚａｋｋａフロレゾン,誕生日 プレゼントローズバスバラ風呂結婚記念日阪神タイガース花束バラ花束アレンジメント花母の日 バラ母の日ギフトフラワーギフト花贈りギフト還暦女性プリザーブドフラワーお悔やみお供えホワイトデーバラ風呂 ローズバス「マリアンヌ」お風呂に薔薇を浮かべ普段と違うバスタイムの贈り物 誕生日  結婚記念日 母の日 ホワイトデー　バラ 入浴剤【楽ギフ_メッセ】,送料無料 バラ風呂 誕生日 結婚記念日 薔薇風呂 ホワイトデー。バラ風呂 ローズバス「マリアンヌ」お風呂に薔薇を浮かべ普段と違うバスタイムの贈り物 誕生日  結婚記念日 母の日 ホワイトデー　バラ 入浴剤【楽ギフ_メッセ】[rn]
19-77516,http://tshop.r10s.jp/yminfo/cabinet/411010/ms-1000p.jpg?fitin=700:700,2600.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい,"<IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/411010/ms-1000p.jpg"" width=""100%""><br>

<P><FONT size=""-1"">【ここがポイント！】 <BR>
ヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩結晶です<BR>
美しいピンク色をした天然岩塩は豊富なミネラルを含み、発汗を促進し湯冷めしにくくなります<BR>
無香なのでインテリアとしても使えます<BR>
<BR>
※化石などの不純物が混じっていることがございます<BR>
※ヒビや欠けなどは不良品ではございません<BR>
<BR>
【商品詳細】 <BR>
容量　約1000g<BR>
<BR>
関連商品<BR>
インテリア小物大集合<BR>
</FONT></P>",【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい。【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト[rn]
19-77517,http://tshop.r10s.jp/yminfo/cabinet/411010/ms-1000b.jpg?fitin=700:700,2600.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい,"<IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/411010/ms-1000b.jpg"" width=""100%""><br>

<P><FONT size=""-1"">【ここがポイント！】 <BR>
ヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩結晶です<BR>
美しいピンク色をした天然岩塩は豊富なミネラルを含み、発汗を促進し湯冷めしにくくなります<BR>
無香なのでインテリアとしても使えます<BR>
<BR>
※化石などの不純物が混じっていることがございます<BR>
※ヒビや欠けなどは不良品ではございません<BR>
<BR>
【商品詳細】 <BR>
容量　約1000g<BR>
<BR>
関連商品<BR>
インテリア小物大集合<BR>
</FONT></P>",【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい。【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック1000gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト[rn]
19-77518,http://tshop.r10s.jp/yminfo/cabinet/411010/ms-500b.jpg?fitin=700:700,1640.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい,"<IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/411010/ms-500b.jpg"" width=""100%""><br>

<P><FONT size=""-1"">【ここがポイント！】 <BR>
ヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩結晶です<BR>
美しいピンク色をした天然岩塩は豊富なミネラルを含み、発汗を促進し湯冷めしにくくなります<BR>
無香なのでインテリアとしても使えます<BR>
<BR>
※化石などの不純物が混じっていることがございます<BR>
※ヒビや欠けなどは不良品ではございません<BR>
<BR>
【商品詳細】 <BR>
容量　約500g<BR>
<BR>
関連商品<BR>
インテリア小物大集合<BR>
</FONT></P>",【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい。【頑張って送料無料！】舞運ミネラル温浴ソルト ブロック500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト[rn]
19-77519,http://tshop.r10s.jp/yminfo/cabinet/411010/ms-500p.jpg?fitin=700:700,1640.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい,"<IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/411010/ms-500p.jpg"" width=""100%""><br>

<P><FONT size=""-1"">【ここがポイント！】 <BR>
ヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩結晶です<BR>
美しいピンク色をした天然岩塩は豊富なミネラルを含み、発汗を促進し湯冷めしにくくなります<BR>
無香なのでインテリアとしても使えます<BR>
<BR>
※化石などの不純物が混じっていることがございます<BR>
※ヒビや欠けなどは不良品ではございません<BR>
<BR>
【商品詳細】 <BR>
容量　約500g<BR>
<BR>
関連商品<BR>
インテリア小物大集合<BR>
</FONT></P>",【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト,ミネラル豊富で発汗を促し湯冷めしにくい。【頑張って送料無料！】舞運ミネラル温浴ソルト 粒状500gヒマラヤ山脈の麓から採掘された2億5千万年前の岩塩です発汗バスソルト[rn]
19-77520,http://tshop.r10s.jp/soukai/cabinet/86/4987415267586.jpg?fitin=700:700,347.2000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【アウトレット】フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替え(500mL)【フェルゼア】[フェルゼア 入浴剤 つめかえ],フェルゼア / フェルゼア 入浴剤 つめかえ,お店TOP＞バス・洗面＞入浴剤＞スキンケア入浴剤＞フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替え (500mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替えの商品詳細】<br>●モイスチャー成分が角層に浸透<br>●4つのモイスチャー成分配合。豊かなうるおい感で、しっとりなめらかな肌に。<br>●肌あれ防止成分：コメ胚芽油配合<br>●リラックス気分が実感できる香料成分ティーローズエレメントを配合<br>●香りは豊かなスイートグリーンの香り<br>●素肌にやさしい低刺激(素肌と同じ弱酸性・パラベン(防腐剤)フリー・アレルギーテスト済み※全ての方にアレルギーが起きないというわけではありません。)<br>●あれ性、しっしんのあるお子さまにもお使いいただけます。<br>●詰め替え用<br>●約20回分<br><br>【効能 効果】<br>・あれ性、しっしん、ひび、あかぎれ、あせも、にきび、しもやけ、冷え性、疲労回復、肩こり、腰痛、神経痛、リウマチ、痔、うちみ、くじき<br><br>【ボトルへのつめかえ方】<br>・必ずフェルゼアスキンケア入浴液(S)の使用済み本体ボトルをご使用ください。<br>・雑菌が入るのを防ぐため、ボトル及び計量キャップは洗わずにそのままご使用ください。洗ってしまった場合は、必ずよく乾かしてからつめかえてください。<br><br>【成分】<br>コメ胚芽油※、流動パラフィン、精製水、ポリエチレングリコール1500、ポリオキシエチレン硬化ヒマシ油、香料、クエン酸ナトリウム、ホホバ油、クエン酸、尿素、ジブチルヒドロキシトルエン、グリシン、ヒアルロン酸ナトリウム(2)、水溶性コラーゲン(F)、フェノキシエタノール<br>※は「有効成分」無表示は「その他の成分」<br>【注意事項】<br>★使用上の注意<br>・皮ふあるいは体質に異常がある場合は医師に相談してご使用ください。<br>・使用中や使用後、皮ふに発疹・発赤・かゆみ・刺激感等の異常が現れた場合、使用を中止し、医師にご相談ください。<br>・原液が目に入った場合は、すぐに洗い流してください。<br>・本品は飲めません。万一大量に飲み込んだときは、水を飲ませるなどの処置をおこなってください。<br>・入浴以外の用途に使わないでください。<br>・お肌に異常があるとき、お肌に合わないときは、ご使用をおやめください。<br>・本品を溶かしたとき湯は洗髪にもご使用できますが、すすぎは清水で行ってください。<br>・残り湯は洗濯にもご使用できますが、すすぎは清水で行ってください。<br>・柔軟仕上剤入りの洗剤はお使いいただけます。ただし、柔軟仕上剤との併用、つけおき洗い、おろしたての衣類の洗濯にはご使用にならないでください。<br>・浴槽、風呂釜をいためるイオウは入っておりません。<br>・全自動給湯器、24時間風呂にはご使用になれない機種があります。お使いの機種の説明書をご確認の上ご使用ください。<br>・高温や低温の所、直射日光のあたる所に置かないでください。<br>★ボトルへのつめかえの注意<br>・他の製品と混ぜないでください。<br>・洗面台、浴室等、万一こぼれても洗い流せる場所でつめかえてください。<br>★入浴時の注意<br>・本品は配合されている成分により、浴槽に入る際及び浴槽から上がる際、すべりやすくなる場合がありますのでご注意ください。<br><br>【ブランド】<br>フェルゼア<br><br>【発売元、製造元、輸入元又は販売元】<br>資生堂薬品<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>(FERZEA 薬用スキンケアベール入浴液 スウィートグリーン スィートグリーン 詰め替え用 詰替え用 詰替用 つめかえ用)<br><br>資生堂薬品<br>105-0021 東京都港区東新橋 1-1-16<br>03-3573-6673<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[入浴剤/ブランド：フェルゼア/],【アウトレット】フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替え(500mL)【フェルゼア】[フェルゼア 入浴剤 つめかえ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【アウトレット】フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替え(500mL)【フェルゼア】[フェルゼア 入浴剤 つめかえ],フェルゼア / フェルゼア 入浴剤 つめかえ。【アウトレット】フェルゼア 薬用入浴液 スキンケアベール スイートグリーン 詰め替え(500mL)【フェルゼア】[フェルゼア 入浴剤 つめかえ][rn]
19-77521,http://tshop.r10s.jp/soukai/cabinet/55/4987415267555.jpg?fitin=700:700,384.0000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,【アウトレット】フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトル(600mL)【フェルゼア】[入浴剤 乾燥対策],フェルゼア / 入浴剤 乾燥対策★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞入浴剤＞スキンケア入浴剤＞フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトル (600mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトルの商品詳細】<br>●モイスチャー成分が角層に浸透<br>●4つのモイスチャー成分配合。豊かなうるおい感で、しっとりなめらかな肌に<br>●肌あれ防止成分：コメ胚芽油配合<br>●リラックス気分が実感できる香料成分ティーローズエレメントを配合<br>●香りは豊かなフローラルブーケの香り<br>●素肌にやさしい低刺激(素肌と同じ弱酸性・パラベン(防腐剤)フリー・アレルギーテスト済み※全ての方にアレルギーが起きないというわけではありません。)<br>●あれ性、しっしんのあるお子さまにもお使いいただけます。<br>●約24回分<br><br>【効能 効果】<br>・あれ性、しっしん、ひび、あかぎれ、あせも、にきび、しもやけ、冷え性、疲労回復、肩こり、腰痛、神経痛、リウマチ、痔、うちみ、くじき<br><br>【使用方法】<br>(1)フタを開け、ボトルを押してキャップの線まで液を出します。(約25mL)<br>(2)浴槽の湯(約200L)に入れ、かき混ぜてください。<br>(3)使用後はキャップ内を洗わず、ボトルの凹みが元にもどってからフタをしめてください。<br><br>【成分】<br>コメ胚芽油※、流動パラフィン、精製水、ポリエチレングリコール1500、ポリオキシエチレン硬化ヒマシ油、香料、クエン酸ナトリウム、ホホバ油、クエン酸、尿素、ジブチルヒドロキシトルエン、グリシン、ヒアルロン酸ナトリウム(2)、水溶性コラーゲン(F)、フェノキシエタノール<br>※は「有効成分」無表示は「その他の成分」<br>【注意事項】<br>★使用上の注意<br>・皮ふあるいは体質に異常がある場合は医師に相談しご使用ください。<br>・使用中や使用後、皮ふに発疹・発赤・かゆみ・刺激感等の異常が現れた場合、使用を中止し、医師にご相談ください。<br>・原液が目に入った場合は、すぐに洗い流してください。<br>・本品は飲めません。万一大量に飲み込んだときは、水を飲ませるなどの処置をおこなってください。<br>・入浴以外の用途に使わないでください。<br>・お肌に異常があるとき、お肌に合わないときは、ご使用をおやめください。<br>・本品を溶かしたとき湯は洗髪にもご使用できますが、すすぎは清水で行ってください。<br>・残り湯は洗濯にもご使用できますが、すすぎは清水で行ってください。<br>・柔軟仕上剤入りの洗剤はお使いいただけます。ただし、柔軟仕上剤との併用、つけおき洗い、おろしたての衣類の洗濯にはご使用にならないでください。<br>・浴槽、風呂釜をいためるイオウは入っておりません。<br>・全自動給湯器、24時間風呂にはご使用になれない機種があります。お使いの機種の説明書をご確認の上ご使用ください。<br>・高温や低温の所、直射日光のあたる所に置かないでください。<br>★入浴時の注意<br>・本品は配合されている成分により、浴槽に入る際及び浴槽から上がる際、すべりやすくなる場合がありますのでご注意ください。<br><br>【ブランド】<br>フェルゼア<br><br>【発売元、製造元、輸入元又は販売元】<br>資生堂薬品<br><br>(FERZEA 薬用スキンケアベール入浴液)<br><br>/(/F202102/)/<br><br>資生堂薬品<br>105-0021 東京都港区東新橋 1-1-16<br>03-3573-6673<br><br>広告文責：株式会社爽快ドラッグ<br><br>[入浴剤/ブランド：フェルゼア/],【アウトレット】フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトル(600mL)【フェルゼア】[入浴剤 乾燥対策]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【アウトレット】フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトル(600mL)【フェルゼア】[入浴剤 乾燥対策],フェルゼア / 入浴剤 乾燥対策★税抜1900円以上で送料無料★。【アウトレット】フェルゼア 薬用入浴液 スキンケアベール フローラルブーケ ボトル(600mL)【フェルゼア】[入浴剤 乾燥対策][rn]
