10-107901,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830929.jpg?fitin=700:700,3573.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　針金切　200ｍｍ（黒染） 262,,,源造刃物　針金切　200ｍｍ（黒染） 262：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　針金切　200ｍｍ（黒染） 262,源造刃物　針金切　200ｍｍ（黒染） 262[rn]
10-107943,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830878.jpg?fitin=700:700,1966.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　池ノ坊　165ｍｍ（クロームメッキ）,切れ味するどい源造の鋏,●全長：165ｍｍ<BR>●持ち運びに便利な収納ケースが付いております。 <BR>●用途 ： 主に生花の花木類の切花用として使用。,源造刃物　池ノ坊　165ｍｍ（クロームメッキ）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　池ノ坊　165ｍｍ（クロームメッキ）,切れ味するどい源造の鋏。源造刃物　池ノ坊　165ｍｍ（クロームメッキ）[rn]
10-107944,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830881.jpg?fitin=700:700,2438.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　池ノ坊　165ｍｍ（ゴールド） 110-G,,,源造刃物　池ノ坊　165ｍｍ（ゴールド） 110-G：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　池ノ坊　165ｍｍ（ゴールド） 110-G,源造刃物　池ノ坊　165ｍｍ（ゴールド） 110-G[rn]
10-107945,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830926.jpg?fitin=700:700,3314.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　又枝切　200ｍｍ（黒染） 261,,,源造刃物　又枝切　200ｍｍ（黒染） 261：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　又枝切　200ｍｍ（黒染） 261,源造刃物　又枝切　200ｍｍ（黒染） 261[rn]
10-107946,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038823916.jpg?fitin=700:700,1508.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　さつき鋏　150ｍｍ（黒染） 240,,,源造刃物　さつき鋏　150ｍｍ（黒染） 240：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　さつき鋏　150ｍｍ（黒染） 240,源造刃物　さつき鋏　150ｍｍ（黒染） 240[rn]
10-107947,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830805.jpg?fitin=700:700,2172.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　盆栽鋏　180ｍｍ（クロームメッキ） 220-D,,,源造刃物　盆栽鋏　180ｍｍ（クロームメッキ） 220-D：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　盆栽鋏　180ｍｍ（クロームメッキ） 220-D,源造刃物　盆栽鋏　180ｍｍ（クロームメッキ） 220-D[rn]
10-107948,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830953.jpg?fitin=700:700,1638.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　ミディー盆栽　150ｍｍ（黒染） 303,,,源造刃物　ミディー盆栽　150ｍｍ（黒染） 303：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　ミディー盆栽　150ｍｍ（黒染） 303,源造刃物　ミディー盆栽　150ｍｍ（黒染） 303[rn]
10-107949,http://tshop.r10s.jp/yminfo/cabinet/00135132/204.jpg?fitin=700:700,2312.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊パーカー165　NO.204華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可,SAKAGENのよく切れるハサミ,"<P><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/ichioshi/img55764579.gif"" border=""0""><BR>
<FONT size=""-1""><BR>
【ここがポイント！】 <BR>
花をたしなむ方におすすめしたい坂源の池ノ坊<BR>
<BR>
【商品仕様】 <BR>
サイズ　全長165mm<BR>
<BR>
関連商品<BR>
坂源　ハンドクリエーション <BR>
</FONT></P>",【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊パーカー165　NO.204華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊パーカー165　NO.204華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可,SAKAGENのよく切れるハサミ。【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊パーカー165　NO.204華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可[rn]
10-107950,http://tshop.r10s.jp/yminfo/cabinet/00135132/281.jpg?fitin=700:700,3536.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊ステンレス165　NO.281華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可,SAKAGENのよく切れるハサミ,"<P><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/ichioshi/img55764579.gif"" border=""0""><BR>
<FONT size=""-1""><BR>
【ここがポイント！】 <BR>
花をたしなむ方におすすめしたい坂源の池ノ坊<BR>ステンレスで錆びにくくお手入れカンタン<br>
<BR>
【商品仕様】 <BR>
サイズ　全長165mm<BR>
<BR>
関連商品<BR>
坂源　ハンドクリエーション <BR>
</FONT></P>",【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊ステンレス165　NO.281華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊ステンレス165　NO.281華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可,SAKAGENのよく切れるハサミ。【頑張って送料無料！】SAKAGEN（坂源）花鋏池ノ坊ステンレス165　NO.281華道家・花屋さんなどフローリスト御用達の坂源全長165mmネコポスのため代引・日時指定不可[rn]
10-107951,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539166.jpg?fitin=700:700,908.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　摘果鋏　185ｍｍ　K-9,苗の栽培農家の方や果樹・野菜栽培農家と幅広く使用出来ます,"【ここがポイント！】 
● 鋏の形状は九州型芽切をベースに、他社に先駆けて錆びにくいステンレス刃で商品化した商品です。 
● 開発途中で、多くの地域の方からモニターになって頂き、商品化したので完成度の高い商品になっております。 
● 苗の栽培農家の方や果樹・野菜栽培農家と用途も幅広く今では代表する商品にまでなっております。 
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 185mm 
刃　長 50mm 
重　量 約89g 
バ　ネ A-202",小林製鋏　越路　ステンレス　摘果鋏　185ｍｍ　K-9：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　摘果鋏　185ｍｍ　K-9,苗の栽培農家の方や果樹・野菜栽培農家と幅広く使用出来ます。小林製鋏　越路　ステンレス　摘果鋏　185ｍｍ　K-9[rn]
10-107952,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539154.jpg?fitin=700:700,764.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　レジャーカット鋏　165ｍｍ　K-15,刃の切れ味が良く、軽く畑の中で目立つような鋏です。,"【ここがポイント！】 
● 今まで大久保鋏を使って農作業をしていた方から、軽く畑の中で目立つような鋏が欲しいと要望があり開発した商品です。 
● 刃の切れ味が良く、７４グラムと軽く、高齢者の方からご好評です。 
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 165mm 
刃　長 52mm 
重　量 約74g",小林製鋏　越路　レジャーカット鋏　165ｍｍ　K-15：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　レジャーカット鋏　165ｍｍ　K-15,刃の切れ味が良く、軽く畑の中で目立つような鋏です。。小林製鋏　越路　レジャーカット鋏　165ｍｍ　K-15[rn]
10-107953,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038823919.jpg?fitin=700:700,1562.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　さつき鋏　180ｍｍ（黒染）,切れ味するどい源造の鋏,●全長：180ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： さつき鋏として一番多く使用されている鋏で、庭木・盆栽の芽切に,源造刃物　さつき鋏　180ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　さつき鋏　180ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　さつき鋏　180ｍｍ（黒染）[rn]
10-107954,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830902.jpg?fitin=700:700,1684.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　さつき鋏　150ｍｍ（クロームメッキ）,切れ味するどい源造の鋏,●全長：150ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： さつき鋏として一番多く使用されている鋏で、庭木・盆栽の芽切に,源造刃物　さつき鋏　150ｍｍ（クロームメッキ）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　さつき鋏　150ｍｍ（クロームメッキ）,切れ味するどい源造の鋏。源造刃物　さつき鋏　150ｍｍ（クロームメッキ）[rn]
10-107955,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539143.jpg?fitin=700:700,1022.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　刃長摘果鋏　200ｍｍ　J-2,果樹園芸、摘果又は盆栽の茎切り、野菜の間引き,"【ここがポイント！】 
● きゅうりの長さを鋏で測り収穫したいという要望があり商品化いたしました。 
● 今ではきゅうり栽培農家の方以外の色々な方々から御使用頂き、売れ行き好調の商品になっております。  
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 200mm 
刃　長 70mm 
重　量 約102g 
バ　ネ A-202",小林製鋏　越路　ステンレス　刃長摘果鋏　200ｍｍ　J-2：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　刃長摘果鋏　200ｍｍ　J-2,果樹園芸、摘果又は盆栽の茎切り、野菜の間引き。小林製鋏　越路　ステンレス　刃長摘果鋏　200ｍｍ　J-2[rn]
10-107956,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830913.jpg?fitin=700:700,3108.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　松葉切鋏　230ｍｍ（クロームメッキ）,切れ味するどい源造の鋏,●刃にヤニが付着しても使いにくくならないように、刃の裏側にくぼみをつけてあります。<BR>●全長：230ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： 庭木の整枝、大久保鋏より太い幹枝を切断することが可能。,源造刃物　松葉切鋏　230ｍｍ（クロームメッキ）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　松葉切鋏　230ｍｍ（クロームメッキ）,切れ味するどい源造の鋏。源造刃物　松葉切鋏　230ｍｍ（クロームメッキ）[rn]
10-107957,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539144.jpg?fitin=700:700,814.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　みかん切鋏(直刃）　140ｍｍ　J-24,みかんの収穫又は、野菜の収穫時にご利用下さい。,"【ここがポイント！】 
● 清水型みかん切鋏として開発した商品です。 
● みかんは枝が堅くて、切れ味が良くないと1日の収穫作業に影響してきますので、こちらは長切れに自信があります 
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 140mm 
刃　長 28mm 
重　量 約70g",小林製鋏　越路　みかん切鋏(直刃）　140ｍｍ　J-24：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　みかん切鋏(直刃）　140ｍｍ　J-24,みかんの収穫又は、野菜の収穫時にご利用下さい。。小林製鋏　越路　みかん切鋏(直刃）　140ｍｍ　J-24[rn]
10-107958,http://tshop.r10s.jp/yminfo/cabinet/00121755/300l-dx-e.jpg?fitin=700:700,899.2000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,アルス　摘果鋏ロングタイプ　ステンレス　300L-DX-E,デリケ&mdash;トな果物を傷めることなく確実に採収。ステンレス鋼使用,"ここがポイント！】 
 デリケ―トな果物を傷めることなく確実に採収できるよう、より専門的に機能を高めた商品です。 
 本格果樹園から家庭菜園まで、幅広いニ―ズにお答えします。 
 
 
　【商品詳細】 
全長 190mm 
刃渡 46mm 
重量 115g",アルス　摘果鋏ロングタイプ　ステンレス　300L-DX-E：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングアルス　摘果鋏ロングタイプ　ステンレス　300L-DX-E,デリケ&mdash;トな果物を傷めることなく確実に採収。ステンレス鋼使用。アルス　摘果鋏ロングタイプ　ステンレス　300L-DX-E[rn]
10-107959,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830910.jpg?fitin=700:700,2293.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　佐助型大久保鋏　210ｍｍ（黒染）,切れ味するどい源造の鋏,●全長：210ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： 庭木・鉢物・果樹・農作物・縄等・用途の広い鋏。<BR>      もちろん太いもの（親指大）も切れる,源造刃物　佐助型大久保鋏　210ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　佐助型大久保鋏　210ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　佐助型大久保鋏　210ｍｍ（黒染）[rn]
10-107960,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830907.jpg?fitin=700:700,1760.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　さつき鋏　180ｍｍ（クロームメッキ）,切れ味するどい源造の鋏,●全長：180ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： さつき鋏として一番多く使用されている鋏で、庭木・盆栽の芽切に,源造刃物　さつき鋏　180ｍｍ（クロームメッキ）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　さつき鋏　180ｍｍ（クロームメッキ）,切れ味するどい源造の鋏。源造刃物　さつき鋏　180ｍｍ（クロームメッキ）[rn]
10-107961,http://tshop.r10s.jp/yminfo/cabinet/00121755/310dx.jpg?fitin=700:700,960.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,アルス　ステンレス採果鋏デラックス　310DX,曲刃でキズつきを防いで根元までカット,"【ここがポイント！】 
 デリケ―トな果物を傷めることなく確実に採収できるよう、より専門的に機能を高めた商品です。本格果樹園から家庭菜園まで、幅広いニ―ズにお答えします。 
 
 
 
　【商品詳細】 
全長 170m 
刃渡 26mm 
重量 110g",アルス　ステンレス採果鋏デラックス　310DX：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングアルス　ステンレス採果鋏デラックス　310DX,曲刃でキズつきを防いで根元までカット。アルス　ステンレス採果鋏デラックス　310DX[rn]
10-107962,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830926.jpg?fitin=700:700,3314.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　又枝切　200ｍｍ（黒染）,切れ味するどい源造の鋏,●全長：200ｍｍ <BR>●用途 ： 幹から枝を切り落とす時に使用します。切り口が深く、幹の切り口が自然に早く仕上がります。,源造刃物　又枝切　200ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　又枝切　200ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　又枝切　200ｍｍ（黒染）[rn]
10-107963,http://tshop.r10s.jp/yminfo/cabinet/00121755/320dx-m-bp.jpg?fitin=700:700,1024.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【ネコポス可能】アルス　ぶどう鋏デラックス　ソリ刃　320DX-M-BP,握りやすいグリップとシャープな刃先が操作性をアップ,"【ここがポイント！】 
 握りやすいグリップと、シャ―プな刃先は、ぶどうや果実の採果作業に抜群の操作性を発揮します。 
 
 
 
　【商品詳細】 
全長 155m 
刃渡 30mm 
重量 45g

ネコポス発送可能（送料300円）　代金引換不可　備考欄のネコポス希望欄に○のこと",【ネコポス可能】アルス　ぶどう鋏デラックス　ソリ刃　320DX-M-BP：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【ネコポス可能】アルス　ぶどう鋏デラックス　ソリ刃　320DX-M-BP,握りやすいグリップとシャープな刃先が操作性をアップ。【ネコポス可能】アルス　ぶどう鋏デラックス　ソリ刃　320DX-M-BP[rn]
10-107964,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539172.jpg?fitin=700:700,1236.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　刃長摘果鋏（ステンレスバネ)　S-2,果樹・園芸の摘果又は、草花の茎切り又は野菜の茎切りに,"【ここがポイント！】 
● 農家の方から日が暮れて鋏を畑に忘れてきてしまうと錆びてしまったり、毎日の鋏の手入れが大変なので、錆びに強い鋏を作ってほしいと言う要望から開発した商品です。 
● この鋏は柄とバネにステンレスを使用しております。 
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 200mm 
刃　長 70mm 
重　量 約98g 
バ　ネ A-202",小林製鋏　越路　ステンレス　刃長摘果鋏（ステンレスバネ)　S-2：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　刃長摘果鋏（ステンレスバネ)　S-2,果樹・園芸の摘果又は、草花の茎切り又は野菜の茎切りに。小林製鋏　越路　ステンレス　刃長摘果鋏（ステンレスバネ)　S-2[rn]
10-107965,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539145.jpg?fitin=700:700,908.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　みかん切鋏（曲刃）　140ｍｍ　J-25,実を傷つけないように、刃が曲っています,"【ここがポイント！】 
● 小田原型みかん切鋏と紀州型みかん切鋏の改良品として開発した商品です。 
● みかんは枝が堅くて、切れ味が良くないと1日の収穫作業に影響してきますので、こちらは長切れに自信があります 
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 140mm 
刃　長 28mm 
重　量 約70g",小林製鋏　越路　みかん切鋏（曲刃）　140ｍｍ　J-25：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　みかん切鋏（曲刃）　140ｍｍ　J-25,実を傷つけないように、刃が曲っています。小林製鋏　越路　みかん切鋏（曲刃）　140ｍｍ　J-25[rn]
10-107966,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830898.jpg?fitin=700:700,1508.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　ミニ大久保鋏　120ｍｍ（黒染）,切れ味するどい源造の鋏,●手のひらに入るような小さなタイプです。<BR>●初心者の方にも使いやすい形です。<BR>●全長：120ｍｍ<BR>●刃先ケースが付いております。 <BR>●用途 ： 定評ある万能盆栽園芸用鋏,源造刃物　ミニ大久保鋏　120ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　ミニ大久保鋏　120ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　ミニ大久保鋏　120ｍｍ（黒染）[rn]
10-107967,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539158.jpg?fitin=700:700,872.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ぶどう間引鋏　175ｍｍ　K-22,先端部分を細くしてぶどうの粒と粒の間に入りやすい,"【ここがポイント！】 
● 山形県のぶどう農家の方からの依頼で開発した商品です。 
● 他社製に比べて先端部分を細くしてぶどうの粒と粒の間に入りやすく、峰側の厚みを削り、シノギ型にしてあります。 
● 今では、さつきの芽摘みや雪割草などのお手入れ用に好評です。 
 
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 175mm 
刃　長 48mm 
重　量 約62g",小林製鋏　越路　ぶどう間引鋏　175ｍｍ　K-22：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ぶどう間引鋏　175ｍｍ　K-22,先端部分を細くしてぶどうの粒と粒の間に入りやすい。小林製鋏　越路　ぶどう間引鋏　175ｍｍ　K-22[rn]
10-107968,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539182.jpg?fitin=700:700,1164.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス収穫鋏　200ｍｍ　S-3,ステンレス製バネを使った収穫鋏です。,"【ここがポイント！】 
● 農家の方から日が暮れて鋏を畑に忘れてきてしまうと錆びてしまったり、毎日の鋏の手入れが大変なので、錆びに強い鋏を作ってほしいと言う要望から開発した商品です。 
● この鋏は柄とバネにステンレスを使用しております。 
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 200mm 
刃　長 70mm 
重　量 約106g 
バ　ネ A-202",小林製鋏　越路　ステンレス収穫鋏　200ｍｍ　S-3：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス収穫鋏　200ｍｍ　S-3,ステンレス製バネを使った収穫鋏です。。小林製鋏　越路　ステンレス収穫鋏　200ｍｍ　S-3[rn]
